ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
76,3310,169,87,1131
76,3490,174,101,1320
148,6760,179,60,780
151,6520,170,28,360
233,10000,171,69,900
108,4660,179,64,830
123,5070,184,50,650
38,1740,158,7,90
32,1660,149,38,490
128,5932,177,45,590
140,6050,178,102,1310
123,5469,170,29,380
186,8009,179,41,530
82,3550,166,16,210
119,5450,180,56,730
220,9469,165,83,1110
114,4730,162,77,1000
207,9230,120,66,860
132,5791,186,38,490
144,6230,176,85,1110
119,5160,172,32,420
156,6634,178,34,440
122,5090,170,42,560
62,2460,174,38,490
60,2766,166,38,490
141,6080,163,30,390
120,4840,168,45,590
99,4260,173,41,520
123,5383,180,46,600
138,5947,174,25,330
121,4958,179,62,810
36,1596,118,5,70
67,3460,175,30,400
239,10431,172,95,1240
237,10612,180,96,1250
246,10843,185,147,1920
144,6313,177,71,920
138,5570,176,61,790
154,7033,184,67,870
190,8700,181,92,1200
135,5580,181,87,1130
64,2860,186,64,830
239,10480,167,88,1140
220,9480,173,122,1450
150,6580,172,38,490
145,6180,185,78,1020
107,4793,167,25,330
153,6360,184,83,1080
148,6748,175,75,980
103,4500,165,34,440
307,13156,183,147,1910
155,6843,184,78,1014
71,3150,158,25,320
89,3580,176,35,450
105,4460,182,41,590
139,6170,160,79,1030
130,5665,184,89,1260
131,5780,182,31,400
66,3360,178,55,710
104,4190,177,112,1460
150,6610,172,63,820
126,5400,184,38,490
73,3130,181,21,270
55,2730,186,30,390
87,3720,182,14,180
110,4870,181,44,570
60,2770,177,39,510
47,2350,181,33,430
156,6920,171,45,590
90,3830,151,44,570
106,3810,124,26,340
39,1700,142,38,490
90,4000,167,25,330
148,6600,177,90,1170
169,6820,168,87,1130
165,6650,171,77,1000
108,4530,187,112,1460
159,6780,176,37,500
55,2610,175,20,260
84,3466,168,61,933
117,5310,181,82,460
266,11490,181,127,1660
219,9820,185,101,1320
155,7040,183,84,1090
110,4286,171,79,1030
33,1730,176,23,290
150,6852,175,87,1130
100,4310,175,62,810
117,5190,179,111,1450
112,4690,173,74,960
155,6620,146,113,810
50,2300,174,16,210
349,14907,187,38,490
112,4943,158,74,960
144,5900,167,38,490
60,3000,167,19,250
60,2570,180,28,360
110,4490,171,50,650
195,8120,168,80,1030
33,1780,167,10,130
83,3615,169,48,620
78,3770,182,59,770
97,4220,178,104,1359
31,1510,185,29,380
131,5945,183,99,1290
172,7440,183,89,1198
106,4597,148,68,890
224,9700,180,92,1200
89,3840,134,21,270
34,1780,137,24,310
62,3010,182,22,290
109,5400,163,53,690
144,6617,180,155,2015
52,2360,153,6,80
72,3560,184,49,640
48,2090,182,13,170
223,10167,175,96,1250
233,10127,162,85,1110
123,4920,183,29,380
87,4070,166,32,420
96,4220,181,87,1130
160,7065,177,58,750
117,5380,178,69,897
81,3260,170,26,340
238,10080,187,87,1140
192,8236,180,75,980
55,2350,171,20,260
94,4439,172,38,490
90,3880,178,91,1180
140,6100,171,50,650
191,8186,173,134,1290
165,6984,179,62,810
78,3400,186,61,800
132,5720,176,85,1140
37,1820,186,60,780
34,1770,173,34,440
63,2680,179,15,200
55,2590,169,41,530
153,6585,179,74,960
209,9620,174,123,1030
198,8458,177,119,1550
235,10060,173,86,1120
119,5450,176,38,490
149,6560,181,67,870
123,5290,181,129,1691
119,5300,181,77,1000
140,6070,180,87,1130
102,4630,170,102,1330
125,5358,182,46,600
115,5129,184,39,510
119,5013,180,53,690
132,5796,178,59,770
128,5720,181,67,870
138,5722,184,64,830
51,2350,154,28,370
63,2921,179,55,720
99,4720,182,79,1030
169,7100,165,82,1070
87,3604,178,56,730
81,3400,170,60,780
129,5533,185,65,840
82,3500,172,30,390
78,3814,179,58,750
120,4884,173,70,910
78,3520,178,20,260
58,2785,173,56,730
65,3090,172,25,330
96,4170,185,72,940
157,6850,178,87,1130
61,2600,101,19,250
52,2567,161,24,310
77,3619,185,42,550
143,5990,170,52,680
143,6177,164,91,1180
96,4213,175,51,660
204,8648,186,84,1090
191,8380,140,63,820
79,3830,175,71,920
76,3210,141,66,770
110,4430,159,29,380
144,6526,180,52,680
43,1780,149,38,490
140,6330,177,78,1010
137,6258,185,94,1220
173,7642,175,70,910
143,6209,163,38,490
80,3450,181,60,780
94,4000,174,44,570
132,5260,182,50,650
105,4830,176,57,740
218,8670,171,111,1440
106,4730,179,90,1170
111,4807,170,75,980
62,2990,172,38,490
93,4150,161,70,910
52,2270,164,27,350
64,2750,180,38,490
64,3057,179,43,560
37,1905,159,5,60
13,700,173,38,490
56,2725,170,52,680
126,5673,178,97,1260
150,6508,176,80,490
104,4520,182,66,860
42,2200,170,16,210
58,2600,180,13,170
110,4820,175,29,377
55,2420,166,50,650
83,4940,175,76,990
78,3370,186,26,340
54,2150,108,9,117
52,2358,138,20,260
130,5492,169,42,550
265,11383,186,124,1610
42,1960,179,32,410
29,1414,90,2,30
44,1970,147,15,195
39,1840,167,46,598
34,1370,163,28,364
32,1510,106,9,120
61,2660,172,31,400
39,2100,184,75,390
86,3650,147,38,500
65,2860,171,40,520
101,4550,111,25,330
39,1860,170,10,130
138,5810,170,18,240
206,9165,179,38,490
39,1870,167,11,140
56,2680,166,23,300
86,3630,166,59,770
177,7780,182,52,680
53,2610,175,64,830
29,1449,164,52,680
62,2700,180,38,490
104,4775,179,52,680
130,4640,92,38,490
83,4230,177,79,570
123,5361,178,35,450
74,3390,163,54,700
80,3380,142,60,780
176,7250,172,56,730
140,6272,184,64,830
140,6213,183,50,650
137,6227,179,86,1120
90,4030,150,68,880
112,4853,166,72,550
140,5950,179,85,1110
123,5190,177,60,780
105,4310,153,65,850
113,5270,174,59,767
67,3240,161,59,767
196,8612,177,56,730
139,6180,182,55,720
117,5220,178,23,300
117,4720,182,68,890
119,5150,179,52,680
140,5714,174,25,320
118,4893,168,46,600
137,5600,177,45,580
105,4934,172,45,590
157,7320,173,94,1220
143,6250,164,38,490
114,4940,167,38,490
240,11152,181,76,990
247,10780,175,91,1180
80,3920,177,45,590
67,3120,172,64,830
65,3040,166,41,530
136,6082,173,95,1240
230,10394,176,88,1140
222,9740,188,119,1550
97,3960,174,103,1340
142,6260,176,81,1049
120,5180,179,59,770
104,4390,187,63,820
106,4280,172,35,460
97,4000,171,35,460
68,2990,142,26,338
128,5060,171,38,490
173,7720,181,37,480
31,1360,152,1,10
70,3467,173,67,1339
72,3387,173,38,490
108,4510,146,58,750
266,11940,175,112,1459
167,7040,187,103,1340
81,3569,183,38,490
92,3937,184,65,850
97,4000,145,20,260
143,6160,183,115,1489
192,8670,168,65,850
120,5300,186,111,1439
195,7890,187,38,490
182,8030,183,115,1491
166,7333,186,75,980
43,2050,178,33,430
167,7269,188,38,490
147,6280,180,111,1440
89,3890,182,80,1040
120,5150,181,56,710
91,3980,184,63,820
100,4310,169,38,490
141,5690,179,79,1027
69,3189,181,38,490
83,3630,173,47,610
70,3160,179,47,610
107,5100,178,51,660
91,4040,166,76,990
129,5830,189,38,490
81,3360,157,30,390
147,6530,185,91,1179
86,3790,169,25,330
216,9390,176,108,1400
65,2930,182,35,460
132,5637,171,57,740
77,3490,156,46,600
81,3510,183,61,790
71,3084,162,5,70
74,3350,181,56,736
77,3350,169,46,600
75,3400,178,30,390
65,3039,150,30,390
145,6120,156,51,670
154,6912,184,108,1410
76,3690,175,22,290
141,5890,174,38,490
149,6400,187,38,490
160,6929,159,83,1080
232,9433,115,50,650
88,3800,161,83,740
158,7400,186,68,880
137,5927,174,49,640
103,4320,172,28,360
140,6420,186,71,920
116,4920,182,84,1090
168,7400,179,169,2200
130,5890,177,97,1260
139,5728,158,38,490
78,3430,160,38,490
142,6210,179,61,790
198,8888,185,99,1290
50,2440,168,26,340
120,4939,158,38,490
86,3520,176,32,420
100,4653,176,61,790
92,3932,186,63,820
71,3160,162,19,250
87,4200,173,26,340
94,4020,180,72,940
87,3796,169,39,510
124,5750,179,107,1390
107,4550,178,133,1730
129,5200,177,101,900
22,1200,172,61,1072
130,5640,176,111,1440
140,5960,185,53,690
144,6362,181,68,880
161,7070,183,103,1340
43,2030,167,41,530
48,2140,176,26,340
215,9388,170,92,1200
93,4000,172,76,640
154,6400,177,34,440
48,2060,110,12,160
134,6320,183,88,1144
94,4055,183,57,740
140,5830,173,90,1170
43,1800,152,18,230
101,4640,170,38,490
84,3640,159,34,440
180,7565,164,62,810
259,11705,187,90,1170
107,4900,180,81,1171
91,4090,183,42,550
94,4420,180,44,580
165,7360,186,128,1660
124,5560,182,81,1050
62,2850,175,40,520
59,2700,166,37,260
145,6476,171,30,700
95,4390,156,54,700
91,4109,178,54,700
82,3540,139,33,430
140,6190,175,59,770
81,3570,169,38,490
232,10440,185,107,1390
34,1840,153,22,290
64,2850,177,59,770
132,5700,181,60,780
100,4430,176,44,570
92,3660,167,76,590
78,3400,180,28,370
143,6281,182,75,970
75,3690,166,10,130
80,3700,152,41,530
118,5260,179,89,1150
212,9630,169,112,1460
79,3570,182,28,370
95,3500,160,78,1010
96,3940,141,49,640
76,3220,163,65,850
73,3270,180,47,610
239,10367,186,103,1339
135,6250,187,78,1010
168,7240,185,104,1350
127,5510,174,68,880
181,8040,176,72,930
60,2710,189,36,470
72,3300,181,33,430
89,3870,178,43,739
111,4790,166,43,560
159,6781,189,87,1130
143,6410,187,103,1350
201,8660,186,67,870
77,3520,174,38,490
73,3269,118,19,240
116,4920,173,33,430
138,5338,178,43,560
43,2140,165,15,200
82,3410,186,42,540
223,9397,155,40,520
135,5880,175,21,270
154,6376,170,38,33
132,5630,173,96,1250
210,9361,184,73,950
132,5650,171,93,1209
152,6380,183,118,1530
120,5170,184,38,490
127,5930,184,44,570
116,4620,160,24,310
100,4322,183,45,590
126,5200,168,38,490
145,5920,169,34,440
229,9482,175,106,1380
60,2970,165,46,600
70,3200,176,29,380
85,3730,177,17,220
41,1900,176,43,560
184,8154,179,68,890
184,7918,176,59,770
54,1964,173,38,490
38,1750,175,5,70
78,3340,164,67,871
19,1045,173,38,490
67,2830,144,22,290
51,2499,174,38,490
97,4320,166,63,820
63,2866,178,74,962
131,6140,181,85,1110
42,1680,167,44,572
35,1640,163,7,90
63,2616,162,29,380
44,2070,171,23,300
40,1800,163,19,250
37,1810,154,28,364
43,1930,160,26,338
38,1704,135,5,70
34,1550,165,23,299
61,2890,175,14,180
170,7480,181,92,1200
39,1630,143,16,210
95,4186,166,52,680
118,4660,170,38,490
129,5410,168,65,840
103,4230,169,57,740
145,6720,166,44,570
172,7550,178,55,720
98,4476,169,43,559
148,6500,189,127,1651
119,4670,165,26,340
77,3470,164,24,310
308,12460,125,104,1350
35,1670,166,8,100
110,4680,176,52,680
164,6900,166,90,820
103,4280,173,37,480
33,1600,175,47,620
100,4413,157,47,610
45,2340,179,29,380
67,2970,178,38,490
81,4030,179,43,560
161,6270,173,38,490
100,4260,155,48,620
125,5530,182,49,640
197,8499,163,65,840
101,4500,162,87,1130
153,6790,182,85,1100
139,6345,176,66,860
158,6680,171,36,470
145,6430,166,117,1520
50,2330,173,38,490
57,2670,173,29,380
39,1770,168,5,70
142,6308,179,26,340
135,5995,178,45,590
124,5209,166,26,340
84,3650,182,117,1520
130,5580,180,38,490
119,4984,134,53,690
108,4550,173,25,330
117,4770,168,63,820
87,4100,170,38,490
125,5680,165,46,600
111,4790,178,27,350
252,11024,178,93,1210
124,5680,171,57,740
225,9850,182,38,490
176,7687,184,78,1010
147,6570,174,35,450
173,7400,180,37,480
55,2130,159,30,390
108,4760,170,45,590
148,6780,176,74,970
115,4975,183,46,600
113,5010,181,80,490
195,8070,188,40,520
246,11106,183,128,1660
141,6320,182,57,770
65,3093,150,77,1000
57,2600,161,27,430
88,4140,177,44,560
140,6313,183,127,1650
162,6780,169,49,640
190,8650,180,67,870
189,8516,178,109,1420
52,2650,174,56,730
125,5750,168,96,1250
254,10990,176,126,1640
232,10263,172,136,1770
105,4460,168,17,220
147,6060,173,78,1010
52,2290,176,5,70
120,4953,163,51,660
91,4170,183,67,870
95,4245,187,95,1240
99,4390,170,54,700
97,4070,159,33,430
70,3470,184,27,350
177,7680,171,72,939
67,2980,175,54,180
74,3280,175,33,430
128,5864,177,62,810
72,3210,174,21,270
69,2970,176,18,240
70,3030,183,20,260
58,2850,171,41,533
92,3770,143,89,1160
211,9043,160,77,1000
68,3070,181,38,490
68,2940,179,58,750
124,5260,178,103,980
122,5300,169,127,1651
65,2870,179,32,420
58,2680,178,56,730
237,10422,176,68,890
46,2511,168,23,300
80,3510,179,39,510
63,2630,157,30,390
125,5260,184,81,1060
153,6760,178,41,530
148,6780,186,88,1140
79,3920,179,53,690
49,2260,167,38,490
54,2220,176,14,190
97,3990,176,50,650
71,2989,171,38,490
243,10344,177,118,1530
193,8703,179,103,1339
93,3890,182,90,1170
40,1870,162,43,559
84,3673,178,47,610
110,4700,168,15,200
118,5170,168,70,910
91,3240,104,37,350
99,4250,175,42,550
244,10400,176,99,1280
76,3506,163,58,760
137,6250,182,100,1300
178,7780,183,116,1090
158,6444,167,38,490
144,6280,178,93,1210
77,3470,161,36,470
172,6463,121,38,490
84,3890,184,46,600
28,1490,172,25,330
169,7288,156,57,740
57,2300,169,26,340
79,3524,169,44,570
77,3300,180,20,260
90,3935,184,88,1140
137,6050,178,76,990
161,7011,174,79,1030
109,4560,181,70,570
141,5859,174,25,330
31,1520,158,37,480
23,1320,172,26,340
154,6784,175,124,1610
89,3600,169,38,490
186,7850,169,29,380
150,6445,181,57,740
140,6280,185,130,1690
46,2310,155,9,120
53,2370,150,9,120
39,2020,165,9,120
154,6510,177,61,790
130,5846,166,45,590
29,1430,166,16,210
110,4670,161,38,490
92,4020,161,32,410
114,4890,184,85,1110
145,6590,184,62,810
137,6260,172,43,560
55,2500,171,34,440
139,6080,182,98,1250
111,4839,168,52,680
99,4730,179,39,510
63,2960,181,26,340
53,2440,178,20,260
208,8458,176,65,850
170,7170,165,93,680
204,9320,187,142,1170
138,6190,185,97,1260
95,4440,173,27,350
94,3850,156,30,390
115,5190,182,24,310
134,5760,179,51,670
197,8589,184,56,730
144,6250,185,84,1090
130,5680,182,72,940
68,2750,179,38,500
86,3420,134,53,690
153,6675,172,118,1530
137,5435,156,36,470
149,6900,183,81,1060
78,3460,146,46,600
158,6550,176,120,1560
36,1870,173,66,860
196,8590,166,110,1429
70,2700,183,29,380
81,3600,182,30,390
133,5960,174,80,1040
100,4370,166,63,820
113,4950,164,53,690
76,3477,182,63,820
158,6590,171,67,870
140,5936,182,62,810
74,3400,166,51,788
81,3500,164,42,550
123,5375,182,76,990
148,6510,182,85,1100
132,5682,181,84,1090
76,3433,162,38,490
137,5918,165,48,620
110,4960,175,68,880
72,3030,170,26,340
117,4750,184,129,1670
73,3340,159,35,450
159,6760,174,77,1001
129,5410,180,88,1144
107,4245,146,26,340
106,4430,175,61,790
124,5832,178,59,770
102,4390,174,24,460
157,7378,185,88,1140
103,4290,177,94,1220
40,1870,175,22,290
147,6090,178,116,1510
49,2060,155,9,120
140,6200,179,109,1420
96,4290,178,87,1130
88,3650,175,102,1330
104,4720,178,59,770
130,5900,186,51,660
61,2990,179,37,480
58,5796,173,38,490
36,1890,162,9,120
14,700,173,38,490
133,5330,180,40,520
63,2860,164,16,208
80,3240,171,70,910
62,3280,176,49,637
126,4900,175,44,570
71,3369,170,43,560
97,4027,165,41,530
68,3170,170,44,570
69,2950,174,30,390
48,2050,174,35,455
46,2195,171,18,230
56,2400,129,29,370
52,2220,165,24,310
50,2377,117,15,200
237,10322,181,139,1810
92,4100,176,84,1090
108,4620,174,17,220
112,4710,157,50,650
49,2330,173,64,832
100,4500,176,39,510
90,4140,170,35,460
32,1565,173,14,190
107,4603,173,64,830
34,1800,178,32,416
40,1930,166,46,598
100,4490,173,60,780
58,1900,182,32,410
150,6644,175,58,754
165,7414,185,83,1080
80,3490,173,35,460
104,4880,164,90,1170
209,8993,185,69,900
78,3580,186,38,490
67,2870,174,38,490
63,2503,173,38,490
206,9080,177,69,900
71,2450,173,38,490
74,3280,161,32,430
72,3415,159,21,270
124,5630,168,55,580
64,2800,101,8,100
146,6131,186,146,1900
49,2540,169,29,380
86,6050,179,73,950
54,2610,175,51,663
38,1750,121,9,120
65,3170,156,19,200
52,2180,170,38,490
64,3000,169,37,490
53,2450,161,9,117
90,4650,179,39,510
56,2610,181,16,210
111,4720,172,29,380
107,4722,160,38,490
133,5737,164,81,730
109,4440,130,20,260
46,2060,163,23,300
33,1680,157,16,210
97,4035,156,48,390
170,7347,171,51,660
115,5016,169,62,480
46,2090,177,48,624
43,2027,172,17,220
43,2040,166,45,170
120,4750,167,21,270
146,6300,168,61,790
179,7760,182,97,849
42,1890,183,89,1157
49,2170,168,31,410
66,3000,173,32,420
203,9278,178,58,749
78,3520,180,26,340
37,1790,156,8,100
119,5290,175,92,1196
182,7910,186,116,490
96,4241,164,29,370
174,7400,158,46,600
33,1790,173,38,490
32,1640,182,121,1570
42,2200,161,20,260
78,3440,183,23,300
161,6260,153,38,490
218,9347,178,80,1050
72,3188,168,35,460
224,9540,176,48,620
110,4890,146,54,700
56,2436,166,17,220
157,7040,185,70,910
174,7540,155,56,860
140,5840,172,65,850
128,5550,174,95,1235
119,5038,175,76,990
149,6649,177,66,860
119,4940,188,49,680
142,6458,180,76,988
49,2460,160,26,340
48,2350,183,16,210
119,5447,173,18,230
133,5790,179,92,1200
113,4500,161,11,140
130,5750,181,109,1420
53,2470,160,37,480
136,5750,187,38,490
96,4500,166,45,590
115,5100,174,38,490
194,8340,175,67,870
230,10670,188,36,470
154,7060,182,21,270
219,9297,183,38,1677
150,6702,172,85,1100
226,10190,180,82,1070
70,3060,156,25,320
155,7160,183,129,1680
167,7170,185,33,430
51,2400,148,29,380
96,4177,138,20,300
181,8095,181,100,1300
173,7650,185,66,860
87,4020,168,30,390
123,5130,181,43,560
120,5324,178,55,720
144,6049,174,25,330
124,5632,176,41,530
119,5347,173,43,560
73,3440,155,25,325
250,11102,180,97,1260
245,10670,178,119,1550
149,6140,179,86,1120
103,4610,164,49,640
115,5000,184,48,620
153,6376,180,33,430
124,5390,179,74,960
105,4740,168,39,510
95,4322,154,56,730
97,4050,164,23,300
139,6040,183,93,1210
107,4620,172,24,310
53,2160,172,38,490
128,5420,157,29,380
141,6310,187,105,1370
109,4680,175,38,490
101,3978,180,68,880
82,3500,184,17,230
142,6470,169,93,1209
149,6748,182,85,1100
245,10898,184,69,890
127,5450,182,66,860
147,5820,170,91,1200
70,2760,154,47,610
66,2730,167,46,210
67,3040,180,18,230
93,4040,183,34,440
51,2680,177,18,230
67,2680,104,20,190
45,2280,185,32,420
47,2310,164,47,610
116,5220,186,80,1040
97,4000,135,40,380
60,2880,165,27,360
54,2390,159,52,680
71,3116,174,30,390
76,3260,168,48,620
160,7200,183,67,870
126,5650,182,60,780
48,2120,151,14,190
140,6145,167,46,600
66,2720,158,42,539
167,7460,177,72,940
41,1895,154,30,390
175,7460,167,107,1389
90,3955,178,59,770
111,5220,168,24,310
119,5220,172,40,520
119,5097,153,27,350
114,4600,177,30,390
114,4780,175,54,700
73,2930,149,31,260
44,2298,169,30,390
45,2280,181,24,310
151,7371,188,102,1330
82,3433,175,46,600
132,5500,176,49,630
87,3560,175,33,430
71,3260,178,20,260
171,7633,180,38,490
89,4440,162,32,420
62,3260,150,38,490
157,6600,174,48,620
88,3800,164,32,410
42,2140,175,17,220
116,4890,158,65,850
171,7591,177,93,1210
161,7508,188,38,490
36,1650,181,16,210
82,3620,169,40,520
84,3841,185,9,110
86,3650,183,35,460
49,2270,154,15,190
87,3850,182,21,270
133,5837,178,69,1250
112,4900,177,41,530
217,9878,185,95,1240
182,8140,179,126,1638
30,1480,175,30,390
137,6210,181,96,1248
195,8600,180,116,1708
72,3350,175,45,590
102,4700,174,67,870
200,8640,165,57,741
159,7140,183,101,1320
139,6290,184,99,1290
90,4060,172,36,470
59,2600,175,16,210
216,9960,179,113,1470
79,3540,164,47,620
150,6130,179,67,870
89,3773,176,39,500
79,3270,168,68,370
84,3596,147,27,350
193,8590,188,101,1310
59,2650,158,29,370
77,3330,175,41,540
144,6410,178,72,940
240,10520,181,106,1379
40,1840,134,10,130
143,5850,177,38,490
55,2310,135,36,470
114,4930,174,42,540
134,5790,173,56,730
132,6054,182,46,600
137,6100,185,48,630
161,6710,176,79,1030
92,3950,164,37,480
113,5300,176,58,750
96,4040,179,54,700
